Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
ARI,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.1%,All Andy Isabella red zone receiving plays,Andy Isabella,2019
NE,1,1,100.00%,10,1,1.2%,1,1,100.00%,10,1,2.4%,All Ryan Izzo red zone receiving plays,Ryan Izzo,2019
DEN,1,1,100.00%,3,0,1.5%,0,0,0,0,0,.0%,All Andy Janovich red zone receiving plays,Andy Janovich,2019
TEN,1,1,100.00%,11,0,2.1%,0,0,0,0,0,.0%,All Darius Jennings red zone receiving plays,Darius Jennings,2019
DET,1,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Kerryon Johnson red zone receiving plays,Kerryon Johnson,2019
DET,1,1,100.00%,1,0,1.7%,1,1,100.00%,1,0,2.6%,All Ty Johnson red zone receiving plays,Ty Johnson,2019
NYG,1,1,100.00%,4,1,1.5%,1,1,100.00%,4,1,3.7%,All T.J. Jones red zone receiving plays,T.J. Jones,2019
TEN,1,1,100.00%,1,1,2.1%,1,1,100.00%,1,1,5.0%,All Dennis Kelly red zone receiving plays,Dennis Kelly,2019
LAC,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.9%,All Lance Kendricks red zone receiving plays,Lance Kendricks,2019
DET,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,2.6%,All Chris Lacy red zone receiving plays,Chris Lacy,2019
IND,1,1,100.00%,2,0,1.5%,0,0,0,0,0,.0%,All Marlon Mack red zone receiving plays,Marlon Mack,2019
TB,1,1,100.00%,8,0,1.6%,1,1,100.00%,8,0,2.6%,All Scott Miller red zone receiving plays,Scott Miller,2019
HOU,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,4.2%,All Steven Mitchell red zone receiving plays,Steven Mitchell,2019
NYJ,1,1,100.00%,3,0,2.0%,1,1,100.00%,3,0,5.6%,All Ty Montgomery red zone receiving plays,Ty Montgomery,2019
DET,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,2.6%,All Isaac Nauta red zone receiving plays,Isaac Nauta,2019
PIT,1,0,0.00%,0,0,2.3%,1,0,0.00%,0,0,6.7%,All Roosevelt Nix red zone receiving plays,Roosevelt Nix,2019
JAX,1,1,100.00%,6,0,1.7%,1,1,100.00%,6,0,3.0%,All Josh Oliver red zone receiving plays,Josh Oliver,2019
BUF,1,1,100.00%,1,0,2.1%,0,0,0,0,0,.0%,All Senorise Perry red zone receiving plays,Senorise Perry,2019
LAC,1,1,100.00%,13,1,1.4%,0,0,0,0,0,.0%,All Troymaine Pope red zone receiving plays,Troymaine Pope,2019
TEN,1,1,100.00%,1,1,2.1%,1,1,100.00%,1,1,5.0%,All David Quessenberry red zone receiving plays,David Quessenberry,2019
BAL,1,1,100.00%,1,1,1.6%,1,1,100.00%,1,1,3.3%,All Patrick Ricard red zone receiving plays,Patrick Ricard,2019
MIA,1,1,100.00%,1,1,1.4%,1,1,100.00%,1,1,4.8%,All Jason Sanders red zone receiving plays,Jason Sanders,2019
BAL,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.3%,All Jaleel Scott red zone receiving plays,Jaleel Scott,2019
KC,1,1,100.00%,15,0,1.6%,0,0,0,0,0,.0%,All Anthony Sherman red zone receiving plays,Anthony Sherman,2019
NYG,1,1,100.00%,10,0,1.5%,0,0,0,0,0,.0%,All Scott Simonson red zone receiving plays,Scott Simonson,2019
BUF,1,1,100.00%,8,1,2.1%,1,1,100.00%,8,1,4.8%,All Lee Smith red zone receiving plays,Lee Smith,2019
MIA,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Durham Smythe red zone receiving plays,Durham Smythe,2019
GB,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Jace Sternberger red zone receiving plays,Jace Sternberger,2019
JAX,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.0%,All Geoff Swaim red zone receiving plays,Geoff Swaim,2019
HOU,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,4.2%,All Jordan Thomas red zone receiving plays,Jordan Thomas,2019
SF,1,1,100.00%,2,0,1.4%,1,1,100.00%,2,0,2.6%,All Levine Toilolo red zone receiving plays,Levine Toilolo,2019
IND,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,3.3%,All Ross Travis red zone receiving plays,Ross Travis,2019
SEA,1,1,100.00%,11,0,1.2%,0,0,0,0,0,.0%,All John Ursua red zone receiving plays,John Ursua,2019
TB,1,1,100.00%,1,1,1.6%,1,1,100.00%,1,1,2.6%,All Vita Vea red zone receiving plays,Vita Vea,2019
GB,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.0%,All Danny Vitale red zone receiving plays,Danny Vitale,2019
MIA,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Mark Walton red zone receiving plays,Mark Walton,2019
HOU,1,1,100.00%,6,1,1.6%,1,1,100.00%,6,1,4.2%,All Deshaun Watson red zone receiving plays,Deshaun Watson,2019
LAC,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.9%,All Derek Watt red zone receiving plays,Derek Watt,2019
NYJ,1,0,0.00%,0,0,2.0%,1,0,0.00%,0,0,5.6%,All Trevon Wesco red zone receiving plays,Trevon Wesco,2019
CAR,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.3%,All DeAndrew White red zone receiving plays,DeAndrew White,2019
MIA,1,1,100.00%,1,1,1.4%,1,1,100.00%,1,1,4.8%,All Christian Wilkins red zone receiving plays,Christian Wilkins,2019
IND,1,0,0.00%,0,0,1.5%,0,0,0,0,0,.0%,All Jordan Wilkins red zone receiving plays,Jordan Wilkins,2019
BUF,1,1,100.00%,7,1,2.1%,1,1,100.00%,7,1,4.8%,All Duke Williams red zone receiving plays,Duke Williams,2019
SEA,1,0,0.00%,0,0,1.2%,1,0,0.00%,0,0,3.1%,All Luke Willson red zone receiving plays,Luke Willson,2019
SF,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.6%,All Jeff Wilson red zone receiving plays,Jeff Wilson,2019
BUF,1,0,0.00%,0,0,2.1%,0,0,0,0,0,.0%,All T.J. Yeldon red zone receiving plays,T.J. Yeldon,2019
CAR,1,1,100.00%,3,0,1.6%,0,0,0,0,0,.0%,All Brandon Zylstra red zone receiving plays,Brandon Zylstra,2019
GB,28,23,82.14%,135,14,37.3%,20,17,85.00%,81,13,44.4%,All Davante Adams red zone receiving plays,Davante Adams,2020
LV,22,18,81.82%,111,6,33.3%,11,9,81.82%,40,6,26.8%,All Darren Waller red zone receiving plays,Darren Waller,2020
KC,20,13,65.00%,80,9,25.3%,13,8,61.54%,39,7,26.0%,All Travis Kelce red zone receiving plays,Travis Kelce,2020
ATL,20,11,55.00%,84,7,26.3%,11,5,45.45%,26,5,28.2%,All Calvin Ridley red zone receiving plays,Calvin Ridley,2020
CHI,19,13,68.42%,85,7,22.4%,12,9,75.00%,33,6,27.3%,All Jimmy Graham red zone receiving plays,Jimmy Graham,2020
MIN,19,16,84.21%,115,13,33.9%,13,11,84.62%,46,10,37.1%,All Adam Thielen red zone receiving plays,Adam Thielen,2020
TB,18,11,61.11%,56,9,23.1%,14,9,64.29%,39,9,28.6%,All Mike Evans red zone receiving plays,Mike Evans,2020
CHI,18,7,38.89%,58,4,21.2%,9,4,44.44%,15,3,20.5%,All Allen Robinson red zone receiving plays,Allen Robinson,2020
KC,17,12,70.59%,58,6,21.5%,12,10,83.33%,35,6,24.0%,All Tyreek Hill red zone receiving plays,Tyreek Hill,2020
TEN,17,10,58.82%,60,8,26.6%,9,6,66.67%,19,6,29.0%,All Jonnu Smith red zone receiving plays,Jonnu Smith,2020
PIT,17,14,82.35%,97,6,22.4%,8,7,87.50%,31,6,21.6%,All JuJu Smith-Schuster red zone receiving plays,JuJu Smith-Schuster,2020
WAS,17,15,88.24%,117,6,32.1%,7,6,85.71%,29,3,35.0%,All Logan Thomas red zone receiving plays,Logan Thomas,2020
LAC,16,12,75.00%,112,7,21.9%,6,4,66.67%,20,3,17.1%,All Keenan Allen red zone receiving plays,Keenan Allen,2020
BAL,16,10,62.50%,67,4,28.6%,9,5,55.56%,26,4,27.3%,All Mark Andrews red zone receiving plays,Mark Andrews,2020
BUF,16,12,75.00%,96,5,20.8%,7,5,71.43%,25,3,17.1%,All Stefon Diggs red zone receiving plays,Stefon Diggs,2020
PIT,16,9,56.25%,70,4,21.1%,8,5,62.50%,28,3,21.6%,All Eric Ebron red zone receiving plays,Eric Ebron,2020
SEA,16,12,75.00%,63,8,20.0%,9,8,88.89%,26,7,20.9%,All Tyler Lockett red zone receiving plays,Tyler Lockett,2020
SEA,16,8,50.00%,51,5,20.0%,10,4,40.00%,20,4,23.3%,All D.K. Metcalf red zone receiving plays,D.K. Metcalf,2020
DET,15,8,53.33%,43,6,21.7%,9,5,55.56%,9,5,30.0%,All T.J. Hockenson red zone receiving plays,T.J. Hockenson,2020
ATL,15,6,40.00%,31,4,19.7%,9,5,55.56%,23,4,23.1%,All Hayden Hurst red zone receiving plays,Hayden Hurst,2020
CLE,15,10,66.67%,60,3,22.7%,8,5,62.50%,23,3,20.5%,All Jarvis Landry red zone receiving plays,Jarvis Landry,2020
SF,14,9,64.29%,45,5,18.7%,10,6,60.00%,22,5,25.6%,All Brandon Aiyuk red zone receiving plays,Brandon Aiyuk,2020
DAL,14,4,28.57%,19,3,18.2%,10,3,30.00%,8,2,31.3%,All Amari Cooper red zone receiving plays,Amari Cooper,2020
ATL,14,7,50.00%,60,4,18.4%,8,3,37.50%,23,3,20.5%,All Russell Gage red zone receiving plays,Russell Gage,2020
MIA,14,5,35.71%,48,5,21.9%,9,3,33.33%,20,3,20.9%,All Mike Gesicki red zone receiving plays,Mike Gesicki,2020
TB,14,6,42.86%,35,5,17.9%,10,5,50.00%,23,4,20.4%,All Rob Gronkowski red zone receiving plays,Rob Gronkowski,2020
LAC,14,6,42.86%,27,4,19.2%,8,5,62.50%,22,4,22.9%,All Hunter Henry red zone receiving plays,Hunter Henry,2020
DET,14,9,64.29%,54,4,20.3%,5,4,80.00%,15,3,16.7%,All Marvin Jones red zone receiving plays,Marvin Jones,2020
NO,14,10,71.43%,80,4,18.7%,3,3,100.00%,2,1,11.1%,All Alvin Kamara red zone receiving plays,Alvin Kamara,2020
DAL,14,9,64.29%,68,3,18.2%,4,3,75.00%,17,2,12.5%,All Dalton Schultz red zone receiving plays,Dalton Schultz,2020
CIN,13,7,53.85%,59,3,18.8%,7,3,42.86%,21,2,21.2%,All Tyler Boyd red zone receiving plays,Tyler Boyd,2020
PIT,13,7,53.85%,51,4,17.1%,9,3,33.33%,18,3,24.3%,All Chase Claypool red zone receiving plays,Chase Claypool,2020
NYG,13,5,38.46%,39,1,20.6%,3,1,33.33%,0,0,13.0%,All Evan Engram red zone receiving plays,Evan Engram,2020
ARI,13,6,46.15%,21,2,21.0%,10,5,50.00%,11,2,27.8%,All DeAndre Hopkins red zone receiving plays,DeAndre Hopkins,2020
MIA,13,4,30.77%,14,3,20.3%,8,3,37.50%,8,3,18.6%,All DeVante Parker red zone receiving plays,DeVante Parker,2020
IND,13,6,46.15%,44,4,18.3%,6,3,50.00%,10,2,25.0%,All Zach Pascal red zone receiving plays,Zach Pascal,2020
CAR,12,6,50.00%,37,1,21.8%,4,2,50.00%,7,0,16.0%,All Chosen Anderson red zone receiving plays,Chosen Anderson,2020
TEN,12,9,75.00%,90,7,18.8%,8,5,62.50%,28,5,25.8%,All A.J. Brown red zone receiving plays,A.J. Brown,2020
NO,12,7,58.33%,72,5,16.0%,4,3,75.00%,16,2,14.8%,All Jared Cook red zone receiving plays,Jared Cook,2020
DAL,12,7,58.33%,37,3,15.6%,5,2,40.00%,10,2,15.6%,All Michael Gallup red zone receiving plays,Michael Gallup,2020
IND,12,9,75.00%,66,2,16.9%,4,3,75.00%,16,1,16.7%,All Nyheim Hines red zone receiving plays,Nyheim Hines,2020
ARI,12,6,50.00%,28,4,19.4%,10,5,50.00%,29,4,27.8%,All Christian Kirk red zone receiving plays,Christian Kirk,2020
LAR,12,7,58.33%,51,2,22.6%,5,2,40.00%,5,1,20.8%,All Cooper Kupp red zone receiving plays,Cooper Kupp,2020
WAS,12,5,41.67%,26,1,22.6%,4,2,50.00%,6,1,20.0%,All Terry McLaurin red zone receiving plays,Terry McLaurin,2020
SEA,12,9,75.00%,40,4,15.0%,7,6,85.71%,14,3,16.3%,All David Moore red zone receiving plays,David Moore,2020
CAR,12,10,83.33%,76,2,21.8%,4,2,50.00%,5,0,16.0%,All Curtis Samuel red zone receiving plays,Curtis Samuel,2020
NO,12,9,75.00%,64,4,16.0%,7,6,85.71%,35,3,25.9%,All Emmanuel Sanders red zone receiving plays,Emmanuel Sanders,2020
JAX,11,4,36.36%,23,3,17.5%,3,2,66.67%,8,2,12.5%,All DJ Chark red zone receiving plays,DJ Chark,2020
HOU,11,8,72.73%,49,3,14.1%,5,5,100.00%,26,3,11.9%,All Keke Coutee red zone receiving plays,Keke Coutee,2020
CAR,11,8,72.73%,29,2,20.0%,5,3,60.00%,7,1,20.0%,All Mike Davis red zone receiving plays,Mike Davis,2020
ARI,11,10,90.91%,78,4,17.7%,4,4,100.00%,21,4,11.1%,All Chase Edmonds red zone receiving plays,Chase Edmonds,2020
HOU,11,7,63.64%,24,2,14.1%,5,3,60.00%,5,2,11.9%,All David Johnson red zone receiving plays,David Johnson,2020
CIN,11,4,36.36%,35,1,15.9%,5,1,20.00%,8,1,15.2%,All Drew Sample red zone receiving plays,Drew Sample,2020
GB,11,10,90.91%,67,7,14.7%,7,7,100.00%,30,5,15.6%,All Robert Tonyan red zone receiving plays,Robert Tonyan,2020
LAR,11,10,90.91%,68,4,20.8%,3,2,66.67%,14,2,12.5%,All Robert Woods red zone receiving plays,Robert Woods,2020
LV,10,5,50.00%,44,2,15.2%,8,3,37.50%,16,1,19.5%,All Nelson Agholor red zone receiving plays,Nelson Agholor,2020
SF,10,7,70.00%,63,1,13.3%,5,3,60.00%,11,0,12.8%,All Kendrick Bourne red zone receiving plays,Kendrick Bourne,2020
BAL,10,7,70.00%,44,5,17.9%,6,4,66.67%,20,4,18.2%,All Marquise Brown red zone receiving plays,Marquise Brown,2020
JAX,10,5,50.00%,37,4,15.9%,4,2,50.00%,7,2,16.7%,All Keelan Cole red zone receiving plays,Keelan Cole,2020
HOU,10,6,60.00%,43,1,12.8%,5,2,40.00%,1,1,11.9%,All Brandin Cooks red zone receiving plays,Brandin Cooks,2020
BUF,10,5,50.00%,39,3,13.0%,6,3,50.00%,17,2,14.6%,All Gabriel Davis red zone receiving plays,Gabriel Davis,2020
DEN,10,5,50.00%,40,2,17.5%,4,2,50.00%,15,2,14.3%,All Noah Fant red zone receiving plays,Noah Fant,2020
PHI,10,3,30.00%,31,3,17.9%,3,2,66.67%,13,2,13.6%,All Travis Fulgham red zone receiving plays,Travis Fulgham,2020
NE,10,6,60.00%,40,2,25.0%,5,4,80.00%,21,2,29.4%,All N'Keal Harry red zone receiving plays,N'Keal Harry,2020
CIN,10,8,80.00%,52,5,14.5%,5,4,80.00%,8,4,15.2%,All Tee Higgins red zone receiving plays,Tee Higgins,2020
IND,10,6,60.00%,45,3,14.1%,3,3,100.00%,18,3,12.5%,All T.Y. Hilton red zone receiving plays,T.Y. Hilton,2020
SEA,10,6,60.00%,42,3,12.5%,4,2,50.00%,11,2,9.3%,All Jacob Hollister red zone receiving plays,Jacob Hollister,2020
MIN,10,4,40.00%,38,3,17.9%,8,2,25.00%,15,1,22.9%,All Justin Jefferson red zone receiving plays,Justin Jefferson,2020
PIT,10,7,70.00%,49,4,13.2%,5,3,60.00%,12,2,13.5%,All Diontae Johnson red zone receiving plays,Diontae Johnson,2020
GB,10,5,50.00%,21,2,13.3%,5,3,60.00%,14,2,11.1%,All Aaron Jones red zone receiving plays,Aaron Jones,2020
DAL,10,4,40.00%,8,2,13.0%,6,2,33.33%,9,2,18.8%,All CeeDee Lamb red zone receiving plays,CeeDee Lamb,2020
CHI,10,2,20.00%,6,0,11.8%,4,0,0.00%,0,0,9.1%,All Anthony Miller red zone receiving plays,Anthony Miller,2020
CHI,10,6,60.00%,42,1,11.8%,4,3,75.00%,14,1,9.1%,All David Montgomery red zone receiving plays,David Montgomery,2020
CHI,10,7,70.00%,54,4,11.8%,5,3,60.00%,14,2,11.4%,All Darnell Mooney red zone receiving plays,Darnell Mooney,2020
DEN,10,9,90.00%,55,6,17.5%,8,7,87.50%,45,6,28.6%,All Tim Patrick red zone receiving plays,Tim Patrick,2020
JAX,10,6,60.00%,45,3,15.9%,3,3,100.00%,14,2,12.5%,All Laviska Shenault red zone receiving plays,Laviska Shenault,2020
NYG,10,9,90.00%,33,3,15.9%,4,4,100.00%,20,3,17.4%,All Sterling Shepard red zone receiving plays,Sterling Shepard,2020
NYG,10,4,40.00%,26,1,15.9%,6,1,16.67%,7,1,26.1%,All Darius Slayton red zone receiving plays,Darius Slayton,2020
MIN,10,7,70.00%,49,5,17.9%,7,4,57.14%,16,4,20.0%,All Irv Smith red zone receiving plays,Irv Smith,2020
NO,10,6,60.00%,30,0,13.3%,6,2,33.33%,5,0,22.2%,All Michael Thomas red zone receiving plays,Michael Thomas,2020
LAC,10,1,10.00%,4,1,13.7%,6,1,16.67%,4,1,17.1%,All Mike Williams red zone receiving plays,Mike Williams,2020
BUF,9,6,66.67%,32,3,11.7%,6,4,66.67%,18,2,14.6%,All Cole Beasley red zone receiving plays,Cole Beasley,2020
CIN,9,7,77.78%,51,3,13.0%,4,3,75.00%,13,2,12.1%,All Giovani Bernard red zone receiving plays,Giovani Bernard,2020
JAX,9,4,44.44%,27,2,14.3%,3,2,66.67%,3,1,12.5%,All Tyler Eifert red zone receiving plays,Tyler Eifert,2020
TB,9,8,88.89%,51,6,11.5%,7,6,85.71%,29,5,14.3%,All Chris Godwin red zone receiving plays,Chris Godwin,2020
CIN,9,3,33.33%,20,2,13.0%,7,2,28.57%,10,2,21.2%,All A.J. Green red zone receiving plays,A.J. Green,2020
CLE,9,5,55.56%,20,4,13.6%,7,4,57.14%,14,4,17.9%,All Austin Hooper red zone receiving plays,Austin Hooper,2020
CLE,9,7,77.78%,45,4,13.6%,5,4,80.00%,25,4,12.8%,All Kareem Hunt red zone receiving plays,Kareem Hunt,2020
BUF,9,5,55.56%,27,3,11.7%,6,4,66.67%,18,3,14.6%,All Dawson Knox red zone receiving plays,Dawson Knox,2020
CAR,9,2,22.22%,7,1,16.4%,6,1,16.67%,7,1,24.0%,All D.J. Moore red zone receiving plays,D.J. Moore,2020
DET,9,6,66.67%,39,2,13.0%,3,2,66.67%,12,1,10.0%,All D'Andre Swift red zone receiving plays,D'Andre Swift,2020
KC,9,5,55.56%,36,2,11.4%,8,4,50.00%,25,2,16.0%,All Sammy Watkins red zone receiving plays,Sammy Watkins,2020
HOU,8,4,50.00%,42,1,10.3%,5,2,40.00%,9,0,11.9%,All Jordan Akins red zone receiving plays,Jordan Akins,2020
IND,8,5,62.50%,42,3,11.3%,3,3,100.00%,14,1,12.5%,All Trey Burton red zone receiving plays,Trey Burton,2020
NYJ,8,5,62.50%,35,3,22.9%,3,2,66.67%,9,2,18.8%,All Jamison Crowder red zone receiving plays,Jamison Crowder,2020
IND,8,6,75.00%,54,3,11.3%,3,2,66.67%,13,2,12.5%,All Jack Doyle red zone receiving plays,Jack Doyle,2020
LAC,8,7,87.50%,41,2,11.0%,5,4,80.00%,28,2,14.3%,All Austin Ekeler red zone receiving plays,Austin Ekeler,2020
TB,8,8,100.00%,45,0,10.3%,3,3,100.00%,7,0,6.1%,All Leonard Fournette red zone receiving plays,Leonard Fournette,2020
CLE,8,6,75.00%,63,3,12.1%,3,2,66.67%,9,0,7.7%,All Rashard Higgins red zone receiving plays,Rashard Higgins,2020
HOU,8,7,87.50%,2,0,10.3%,3,2,66.67%,-1,0,7.1%,All Duke Johnson red zone receiving plays,Duke Johnson,2020
ATL,8,4,50.00%,29,0,10.5%,1,0,0.00%,0,0,2.6%,All Julio Jones red zone receiving plays,Julio Jones,2020
WAS,8,5,62.50%,37,1,15.1%,2,1,50.00%,6,1,10.0%,All J.D. McKissic red zone receiving plays,J.D. McKissic,2020
SEA,8,4,50.00%,35,1,10.0%,5,2,40.00%,11,1,11.6%,All Greg Olsen red zone receiving plays,Greg Olsen,2020
IND,8,5,62.50%,41,0,11.3%,2,1,50.00%,6,0,8.3%,All Michael Pittman red zone receiving plays,Michael Pittman,2020
DAL,8,5,62.50%,34,1,10.4%,2,2,100.00%,11,1,6.3%,All Tony Pollard red zone receiving plays,Tony Pollard,2020
SF,8,5,62.50%,45,4,10.7%,4,3,75.00%,14,3,10.3%,All Jordan Reed red zone receiving plays,Jordan Reed,2020
BAL,8,6,75.00%,68,3,14.3%,4,2,50.00%,6,1,12.1%,All Willie Snead red zone receiving plays,Willie Snead,2020
BUF,7,5,71.43%,45,1,9.1%,4,2,50.00%,3,0,9.8%,All John Brown red zone receiving plays,John Brown,2020
HOU,7,3,42.86%,9,2,9.0%,6,2,33.33%,7,2,14.3%,All Randall Cobb red zone receiving plays,Randall Cobb,2020
PIT,7,4,57.14%,18,0,9.2%,1,0,0.00%,0,0,2.7%,All James Conner red zone receiving plays,James Conner,2020
TEN,7,5,71.43%,52,4,10.9%,3,2,66.67%,13,2,9.7%,All Corey Davis red zone receiving plays,Corey Davis,2020
DAL,7,6,85.71%,37,2,9.1%,1,1,100.00%,6,1,3.1%,All Ezekiel Elliott red zone receiving plays,Ezekiel Elliott,2020
PHI,7,4,57.14%,22,1,12.5%,5,3,60.00%,11,1,22.7%,All Zach Ertz red zone receiving plays,Zach Ertz,2020
TEN,7,4,57.14%,26,1,10.9%,3,2,66.67%,12,1,9.7%,All Anthony Firkser red zone receiving plays,Anthony Firkser,2020
ARI,7,4,57.14%,26,1,11.3%,2,0,0.00%,0,0,5.6%,All Larry Fitzgerald red zone receiving plays,Larry Fitzgerald,2020
HOU,7,4,57.14%,48,3,9.0%,4,1,25.00%,6,1,9.5%,All Will Fuller red zone receiving plays,Will Fuller,2020
DEN,7,4,57.14%,39,1,12.3%,1,1,100.00%,7,1,3.6%,All DaeSean Hamilton red zone receiving plays,DaeSean Hamilton,2020
DET,7,5,71.43%,28,2,10.1%,3,2,66.67%,14,2,10.0%,All Jesse James red zone receiving plays,Jesse James,2020
SF,7,5,71.43%,31,4,9.3%,5,4,80.00%,22,4,12.8%,All Kyle Juszczyk red zone receiving plays,Kyle Juszczyk,2020
LAC,7,2,28.57%,27,2,9.6%,4,1,25.00%,8,1,11.4%,All Donald Parham red zone receiving plays,Donald Parham,2020
BUF,7,5,71.43%,22,0,9.1%,0,0,0,0,0,.0%,All Devin Singletary red zone receiving plays,Devin Singletary,2020
ATL,7,5,71.43%,4,0,9.2%,3,2,66.67%,-4,0,7.7%,All Ito Smith red zone receiving plays,Ito Smith,2020
SF,7,1,14.29%,2,0,9.3%,3,1,33.33%,2,0,7.7%,All Trent Taylor red zone receiving plays,Trent Taylor,2020
PHI,7,7,100.00%,42,4,12.5%,4,4,100.00%,20,4,18.2%,All Greg Ward red zone receiving plays,Greg Ward,2020
PIT,7,3,42.86%,49,3,9.2%,2,0,0.00%,0,0,5.4%,All James Washington red zone receiving plays,James Washington,2020
ARI,6,5,83.33%,18,3,9.7%,3,3,100.00%,13,3,8.3%,All Dan Arnold red zone receiving plays,Dan Arnold,2020
CLE,6,3,50.00%,14,1,9.1%,5,2,40.00%,7,1,12.8%,All Odell Beckham red zone receiving plays,Odell Beckham,2020
NE,6,3,50.00%,30,2,15.0%,2,1,50.00%,7,1,11.8%,All Rex Burkhead red zone receiving plays,Rex Burkhead,2020
JAX,6,2,33.33%,12,1,9.5%,3,0,0.00%,0,0,12.5%,All Chris Conley red zone receiving plays,Chris Conley,2020
KC,6,3,50.00%,20,1,7.6%,3,2,66.67%,9,1,6.0%,All Clyde Edwards-Helaire red zone receiving plays,Clyde Edwards-Helaire,2020
MIA,6,5,83.33%,30,1,9.4%,4,3,75.00%,18,1,9.3%,All Myles Gaskin red zone receiving plays,Myles Gaskin,2020
PHI,6,5,83.33%,32,2,10.7%,3,3,100.00%,10,2,13.6%,All Dallas Goedert red zone receiving plays,Dallas Goedert,2020
LAR,6,6,100.00%,29,4,11.3%,4,4,100.00%,11,4,16.7%,All Tyler Higbee red zone receiving plays,Tyler Higbee,2020
TEN,6,4,66.67%,42,1,9.4%,0,0,0,0,0,.0%,All Adam Humphries red zone receiving plays,Adam Humphries,2020
CHI,6,3,50.00%,28,2,7.1%,5,2,40.00%,17,1,11.4%,All Cole Kmet red zone receiving plays,Cole Kmet,2020
GB,6,6,100.00%,37,3,8.0%,3,3,100.00%,11,3,6.7%,All Allen Lazard red zone receiving plays,Allen Lazard,2020
BUF,6,5,83.33%,42,3,7.8%,2,2,100.00%,10,2,4.9%,All Isaiah McKenzie red zone receiving plays,Isaiah McKenzie,2020
SF,6,6,100.00%,38,1,8.0%,2,2,100.00%,12,1,5.1%,All Jerick McKinnon red zone receiving plays,Jerick McKinnon,2020
TEN,6,4,66.67%,22,0,9.4%,1,1,100.00%,2,0,3.2%,All Jeremy McNichols red zone receiving plays,Jeremy McNichols,2020
CLE,6,3,50.00%,16,2,9.1%,4,1,25.00%,1,1,10.3%,All David Njoku red zone receiving plays,David Njoku,2020
NYJ,6,1,16.67%,15,1,17.1%,1,0,0.00%,0,0,6.3%,All Breshad Perriman red zone receiving plays,Breshad Perriman,2020
LV,6,4,66.67%,31,2,9.1%,3,2,66.67%,7,1,7.3%,All Hunter Renfrow red zone receiving plays,Hunter Renfrow,2020
MIA,6,3,50.00%,14,3,9.4%,6,3,50.00%,14,3,14.0%,All Adam Shaheen red zone receiving plays,Adam Shaheen,2020
NO,6,3,50.00%,31,3,8.0%,1,1,100.00%,2,1,3.7%,All Tre'Quan Smith red zone receiving plays,Tre'Quan Smith,2020
MIA,6,4,66.67%,13,2,9.4%,4,3,75.00%,7,2,9.3%,All Durham Smythe red zone receiving plays,Durham Smythe,2020
GB,6,2,33.33%,15,2,8.0%,1,1,100.00%,1,1,2.2%,All Marquez Valdes-Scantling red zone receiving plays,Marquez Valdes-Scantling,2020
NE,6,5,83.33%,13,1,15.0%,3,3,100.00%,6,1,17.6%,All James White red zone receiving plays,James White,2020
MIA,6,3,50.00%,15,3,9.4%,5,3,60.00%,15,3,11.6%,All Preston Williams red zone receiving plays,Preston Williams,2020
DAL,6,4,66.67%,18,0,7.8%,3,2,66.67%,8,0,9.4%,All Cedrick Wilson red zone receiving plays,Cedrick Wilson,2020
SF,6,3,50.00%,38,2,8.0%,2,1,50.00%,3,1,5.1%,All Jeff Wilson red zone receiving plays,Jeff Wilson,2020
LV,6,4,66.67%,16,2,9.1%,4,3,75.00%,6,2,9.8%,All Jason Witten red zone receiving plays,Jason Witten,2020
IND,5,3,60.00%,16,2,7.0%,2,1,50.00%,1,1,8.3%,All Mo Alie-Cox red zone receiving plays,Mo Alie-Cox,2020
DET,5,3,60.00%,34,0,7.2%,2,0,0.00%,0,0,6.7%,All Danny Amendola red zone receiving plays,Danny Amendola,2020
KC,5,3,60.00%,-2,0,6.3%,2,0,0.00%,0,0,4.0%,All Le'Veon Bell red zone receiving plays,Le'Veon Bell,2020
BAL,5,2,40.00%,10,2,8.9%,4,2,50.00%,10,2,12.1%,All Miles Boykin red zone receiving plays,Miles Boykin,2020
TB,5,4,80.00%,36,1,6.4%,3,2,66.67%,10,0,6.1%,All Antonio Brown red zone receiving plays,Antonio Brown,2020
