Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
GB,4,3,75.00%,12,0,3.4%,2,2,100.00%,7,0,3.9%,All Robert Tonyan red zone receiving plays,Robert Tonyan,2021
CAR,4,4,100.00%,10,1,8.0%,4,4,100.00%,10,1,15.4%,All Tommy Tremble red zone receiving plays,Tommy Tremble,2021
BAL,4,3,75.00%,16,1,5.5%,1,1,100.00%,6,1,2.9%,All Sammy Watkins red zone receiving plays,Sammy Watkins,2021
MIA,4,0,0.00%,0,0,5.4%,3,0,0.00%,0,0,7.9%,All Preston Williams red zone receiving plays,Preston Williams,2021
JAX,3,2,66.67%,17,1,5.7%,2,1,50.00%,9,1,6.9%,All Jamal Agnew red zone receiving plays,Jamal Agnew,2021
MIA,3,1,33.33%,9,0,4.1%,0,0,0,0,0,.0%,All Salvon Ahmed red zone receiving plays,Salvon Ahmed,2021
HOU,3,2,66.67%,15,2,6.4%,2,2,100.00%,15,2,8.3%,All Danny Amendola red zone receiving plays,Danny Amendola,2021
NYG,3,1,33.33%,18,1,5.4%,1,0,0.00%,0,0,3.6%,All Saquon Barkley red zone receiving plays,Saquon Barkley,2021
LAR,3,2,66.67%,9,1,2.3%,1,1,100.00%,7,1,1.6%,All Kendall Blanton red zone receiving plays,Kendall Blanton,2021
BUF,3,3,100.00%,24,1,2.5%,0,0,0,0,0,.0%,All Matt Breida red zone receiving plays,Matt Breida,2021
TB,3,2,66.67%,7,1,2.3%,1,1,100.00%,4,1,1.6%,All Antonio Brown red zone receiving plays,Antonio Brown,2021
WAS,3,2,66.67%,13,0,5.8%,0,0,0,0,0,.0%,All Dyami Brown red zone receiving plays,Dyami Brown,2021
HOU,3,2,66.67%,10,0,6.4%,2,1,50.00%,0,0,8.3%,All Rex Burkhead red zone receiving plays,Rex Burkhead,2021
DET,3,3,100.00%,16,2,5.0%,2,2,100.00%,7,2,8.0%,All Quintez Cephus red zone receiving plays,Quintez Cephus,2021
NYG,3,0,0.00%,0,0,5.4%,2,0,0.00%,0,0,7.1%,All Pharoh Cooper red zone receiving plays,Pharoh Cooper,2021
SEA,3,2,66.67%,3,1,5.8%,1,1,100.00%,1,1,5.3%,All Will Dissly red zone receiving plays,Will Dissly,2021
PIT,3,1,33.33%,5,1,3.1%,2,1,50.00%,5,1,4.5%,All Eric Ebron red zone receiving plays,Eric Ebron,2021
MIA,3,2,66.67%,12,2,4.1%,2,2,100.00%,12,2,5.3%,All Isaiah Ford red zone receiving plays,Isaiah Ford,2021
CHI,3,1,33.33%,9,0,5.3%,2,0,0.00%,0,0,7.7%,All Marquise Goodwin red zone receiving plays,Marquise Goodwin,2021
KC,3,1,33.33%,1,1,2.6%,2,1,50.00%,1,1,3.3%,All Josh Gordon red zone receiving plays,Josh Gordon,2021
SEA,3,2,66.67%,9,0,5.8%,1,1,100.00%,3,0,5.3%,All Travis Homer red zone receiving plays,Travis Homer,2021
CHI,3,2,66.67%,21,2,5.3%,2,1,50.00%,2,1,7.7%,All Jesper Horsted red zone receiving plays,Jesper Horsted,2021
TB,3,2,66.67%,5,1,2.3%,2,1,50.00%,2,1,3.2%,All O.J. Howard red zone receiving plays,O.J. Howard,2021
CAR,3,1,33.33%,2,1,6.0%,2,1,50.00%,2,1,7.7%,All Chuba Hubbard red zone receiving plays,Chuba Hubbard,2021
LAC,3,3,100.00%,10,0,3.1%,1,1,100.00%,0,0,2.0%,All Justin Jackson red zone receiving plays,Justin Jackson,2021
DEN,3,2,66.67%,12,0,5.2%,1,0,0.00%,0,0,3.1%,All Jerry Jeudy red zone receiving plays,Jerry Jeudy,2021
TEN,3,1,33.33%,10,0,3.8%,0,0,0,0,0,.0%,All Marcus Johnson red zone receiving plays,Marcus Johnson,2021
CAR,3,2,66.67%,12,0,6.0%,2,1,50.00%,5,0,7.7%,All Terrace Marshall red zone receiving plays,Terrace Marshall,2021
WAS,3,3,100.00%,13,1,5.8%,2,2,100.00%,10,1,8.7%,All J.D. McKissic red zone receiving plays,J.D. McKissic,2021
LAR,3,2,66.67%,-1,1,2.3%,1,1,100.00%,3,1,1.6%,All Sony Michel red zone receiving plays,Sony Michel,2021
BAL,3,1,33.33%,3,0,4.1%,1,0,0.00%,0,0,2.9%,All Latavius Murray red zone receiving plays,Latavius Murray,2021
JAX,3,0,0.00%,0,0,5.7%,2,0,0.00%,0,0,6.9%,All Dare Ogunbowale red zone receiving plays,Dare Ogunbowale,2021
CLE,3,1,33.33%,11,1,5.4%,2,0,0.00%,0,0,7.1%,All Donovan Peoples-Jones red zone receiving plays,Donovan Peoples-Jones,2021
TB,3,2,66.67%,5,0,2.3%,1,0,0.00%,0,0,1.6%,All Breshad Perriman red zone receiving plays,Breshad Perriman,2021
LV,3,1,33.33%,5,0,3.4%,1,0,0.00%,0,0,2.5%,All Jalen Richard red zone receiving plays,Jalen Richard,2021
KC,3,2,66.67%,11,0,2.6%,1,1,100.00%,2,0,1.7%,All Demarcus Robinson red zone receiving plays,Demarcus Robinson,2021
PHI,3,3,100.00%,9,0,5.0%,0,0,0,0,0,.0%,All Miles Sanders red zone receiving plays,Miles Sanders,2021
SF,3,3,100.00%,21,0,5.0%,0,0,0,0,0,.0%,All Mohamed Sanu red zone receiving plays,Mohamed Sanu,2021
NE,3,2,66.67%,4,0,3.8%,1,0,0.00%,0,0,2.9%,All Rhamondre Stevenson red zone receiving plays,Rhamondre Stevenson,2021
CAR,3,2,66.67%,0,0,6.0%,0,0,0,0,0,.0%,All Ian Thomas red zone receiving plays,Ian Thomas,2021
BAL,3,2,66.67%,15,0,4.1%,0,0,0,0,0,.0%,All Ty'Son Williams red zone receiving plays,Ty'Son Williams,2021
SF,3,2,66.67%,1,0,5.0%,2,1,50.00%,3,0,6.7%,All Jeff Wilson red zone receiving plays,Jeff Wilson,2021
GB,3,2,66.67%,6,0,2.5%,1,0,0.00%,0,0,2.0%,All Juwann Winfree red zone receiving plays,Juwann Winfree,2021
HOU,2,2,100.00%,17,1,4.3%,0,0,0,0,0,.0%,All Antony Auclair red zone receiving plays,Antony Auclair,2021
JAX,2,2,100.00%,12,1,3.8%,1,1,100.00%,7,1,3.4%,All Tavon Austin red zone receiving plays,Tavon Austin,2021
LV,2,2,100.00%,14,0,2.3%,0,0,0,0,0,.0%,All Peyton Barber red zone receiving plays,Peyton Barber,2021
WAS,2,1,50.00%,13,1,3.8%,0,0,0,0,0,.0%,All John Bates red zone receiving plays,John Bates,2021
TEN,2,1,50.00%,2,1,2.5%,2,1,50.00%,2,1,5.7%,All Cameron Batson red zone receiving plays,Cameron Batson,2021
KC,2,2,100.00%,10,0,1.7%,0,0,0,0,0,.0%,All Blake Bell red zone receiving plays,Blake Bell,2021
NYG,2,2,100.00%,10,1,3.6%,2,2,100.00%,10,1,7.1%,All Devontae Booker red zone receiving plays,Devontae Booker,2021
DAL,2,2,100.00%,14,0,2.0%,0,0,0,0,0,.0%,All Noah Brown red zone receiving plays,Noah Brown,2021
WAS,2,1,50.00%,4,1,3.8%,1,1,100.00%,4,1,4.3%,All DeAndre Carter red zone receiving plays,DeAndre Carter,2021
NYJ,2,2,100.00%,6,0,3.3%,1,1,100.00%,2,0,4.3%,All Michael Carter red zone receiving plays,Michael Carter,2021
ARI,2,2,100.00%,18,0,2.5%,1,1,100.00%,5,0,2.6%,All James Conner red zone receiving plays,James Conner,2021
GB,2,1,50.00%,0,0,1.7%,0,0,0,0,0,.0%,All Tyler Davis red zone receiving plays,Tyler Davis,2021
IND,2,1,50.00%,2,1,3.2%,2,1,50.00%,2,1,5.6%,All Ashton Dulin red zone receiving plays,Ashton Dulin,2021
SEA,2,1,50.00%,7,1,3.8%,1,1,100.00%,7,1,5.3%,All D'Wayne Eskridge red zone receiving plays,D'Wayne Eskridge,2021
TEN,2,2,100.00%,18,1,2.5%,1,1,100.00%,0,0,2.9%,All Dez Fitzpatrick red zone receiving plays,Dez Fitzpatrick,2021
TEN,2,2,100.00%,26,0,2.5%,0,0,0,0,0,.0%,All D'Onta Foreman red zone receiving plays,D'Onta Foreman,2021
KC,2,2,100.00%,4,2,1.7%,2,2,100.00%,4,2,3.3%,All Jody Fortson red zone receiving plays,Jody Fortson,2021
KC,2,1,50.00%,3,0,1.7%,0,0,0,0,0,.0%,All Derrick Gore red zone receiving plays,Derrick Gore,2021
2TM,2,2,100.00%,8,1,0,1,1,100.00%,8,1,0,All Jakeem Grant red zone receiving plays,Jakeem Grant,2021
NE,2,1,50.00%,3,0,2.6%,0,0,0,0,0,.0%,All Damien Harris red zone receiving plays,Damien Harris,2021
TEN,2,2,100.00%,7,0,2.5%,0,0,0,0,0,.0%,All Derrick Henry red zone receiving plays,Derrick Henry,2021
CHI,2,2,100.00%,-4,0,3.5%,1,1,100.00%,2,0,3.8%,All Khalil Herbert red zone receiving plays,Khalil Herbert,2021
DEN,2,1,50.00%,2,1,3.4%,2,1,50.00%,2,1,6.3%,All Kendall Hinton red zone receiving plays,Kendall Hinton,2021
NO,2,2,100.00%,19,1,3.2%,1,1,100.00%,10,1,3.8%,All Chris Hogan red zone receiving plays,Chris Hogan,2021
TEN,2,1,50.00%,8,0,2.5%,1,0,0.00%,0,0,2.9%,All Cody Hollister red zone receiving plays,Cody Hollister,2021
LV,2,1,50.00%,1,1,2.3%,1,1,100.00%,1,1,2.5%,All Alec Ingold red zone receiving plays,Alec Ingold,2021
CHI,2,1,50.00%,8,1,3.5%,2,1,50.00%,8,1,7.7%,All Jesse James red zone receiving plays,Jesse James,2021
NYJ,2,2,100.00%,18,1,3.3%,1,1,100.00%,5,0,4.3%,All Tyler Kroft red zone receiving plays,Tyler Kroft,2021
BUF,2,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Jake Kumerow red zone receiving plays,Jake Kumerow,2021
CAR,2,2,100.00%,24,0,4.0%,0,0,0,0,0,.0%,All Christian McCaffrey red zone receiving plays,Christian McCaffrey,2021
NYJ,2,0,0.00%,0,0,3.3%,2,0,0.00%,0,0,8.7%,All Denzel Mims red zone receiving plays,Denzel Mims,2021
NO,2,2,100.00%,8,0,3.2%,2,2,100.00%,8,0,7.7%,All Ty Montgomery red zone receiving plays,Ty Montgomery,2021
HOU,2,2,100.00%,15,0,4.3%,0,0,0,0,0,.0%,All Chris Moore red zone receiving plays,Chris Moore,2021
BAL,2,1,50.00%,9,0,2.7%,0,0,0,0,0,.0%,All Josh Oliver red zone receiving plays,Josh Oliver,2021
ATL,2,1,50.00%,4,0,2.6%,2,1,50.00%,4,0,5.7%,All Qadree Ollison red zone receiving plays,Qadree Ollison,2021
SEA,2,1,50.00%,12,0,3.8%,0,0,0,0,0,.0%,All Colby Parkinson red zone receiving plays,Colby Parkinson,2021
NYG,2,2,100.00%,4,1,3.6%,1,1,100.00%,3,1,3.6%,All Elijhaa Penny red zone receiving plays,Elijhaa Penny,2021
NYG,2,1,50.00%,5,1,3.6%,1,1,100.00%,5,1,3.6%,All Dante Pettis red zone receiving plays,Dante Pettis,2021
BAL,2,1,50.00%,1,1,2.7%,2,1,50.00%,1,1,5.9%,All Patrick Ricard red zone receiving plays,Patrick Ricard,2021
JAX,2,2,100.00%,5,0,3.8%,1,1,100.00%,-2,0,3.4%,All James Robinson red zone receiving plays,James Robinson,2021
GB,2,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,2.0%,All Amari Rodgers red zone receiving plays,Amari Rodgers,2021
CLE,2,1,50.00%,5,1,3.6%,1,1,100.00%,5,1,3.6%,All Anthony Schwartz red zone receiving plays,Anthony Schwartz,2021
LAR,2,0,0.00%,0,0,1.5%,2,0,0.00%,0,0,3.2%,All Ben Skowronek red zone receiving plays,Ben Skowronek,2021
NYG,2,0,0.00%,0,0,3.6%,0,0,0,0,0,.0%,All Darius Slayton red zone receiving plays,Darius Slayton,2021
ATL,2,1,50.00%,1,1,2.6%,2,1,50.00%,1,1,5.7%,All Lee Smith red zone receiving plays,Lee Smith,2021
LV,2,1,50.00%,3,0,2.3%,2,1,50.00%,3,0,5.0%,All Willie Snead red zone receiving plays,Willie Snead,2021
DAL,2,2,100.00%,20,0,2.0%,0,0,0,0,0,.0%,All Jeremy Sprinkle red zone receiving plays,Jeremy Sprinkle,2021
NO,2,1,50.00%,8,1,3.2%,1,1,100.00%,8,1,3.8%,All Kenny Stills red zone receiving plays,Kenny Stills,2021
PHI,2,2,100.00%,13,0,3.3%,1,1,100.00%,4,0,3.7%,All Jack Stoll red zone receiving plays,Jack Stoll,2021
IND,2,2,100.00%,13,0,3.2%,1,1,100.00%,7,0,2.8%,All Jonathan Taylor red zone receiving plays,Jonathan Taylor,2021
GB,2,2,100.00%,14,0,1.7%,0,0,0,0,0,.0%,All Malik Taylor red zone receiving plays,Malik Taylor,2021
NO,2,1,50.00%,11,1,3.2%,0,0,0,0,0,.0%,All Nick Vannett red zone receiving plays,Nick Vannett,2021
MIA,2,1,50.00%,1,0,2.7%,0,0,0,0,0,.0%,All Albert Wilson red zone receiving plays,Albert Wilson,2021
CAR,2,1,50.00%,8,0,4.0%,0,0,0,0,0,.0%,All Brandon Zylstra red zone receiving plays,Brandon Zylstra,2021
DET,2,0,0.00%,0,0,3.3%,1,0,0.00%,0,0,4.0%,All Shane Zylstra red zone receiving plays,Shane Zylstra,2021
LAR,1,1,100.00%,2,0,.8%,0,0,0,0,0,.0%,All Cam Akers red zone receiving plays,Cam Akers,2021
KC,1,1,100.00%,1,1,.9%,1,1,100.00%,1,1,1.7%,All Nick Allegretti red zone receiving plays,Nick Allegretti,2021
DET,1,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Geronimo Allison red zone receiving plays,Geronimo Allison,2021
LAC,1,1,100.00%,2,1,1.0%,1,1,100.00%,2,1,2.0%,All Stephen Anderson red zone receiving plays,Stephen Anderson,2021
NO,1,1,100.00%,1,1,1.6%,1,1,100.00%,1,1,3.8%,All Alex Armah red zone receiving plays,Alex Armah,2021
PIT,1,0,0.00%,0,0,1.0%,1,0,0.00%,0,0,2.3%,All Kalen Ballage red zone receiving plays,Kalen Ballage,2021
TB,1,1,100.00%,1,1,.8%,1,1,100.00%,1,1,1.6%,All Le'Veon Bell red zone receiving plays,Le'Veon Bell,2021
ARI,1,1,100.00%,10,0,1.3%,0,0,0,0,0,.0%,All Eno Benjamin red zone receiving plays,Eno Benjamin,2021
DET,1,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Trinity Benson red zone receiving plays,Trinity Benson,2021
ATL,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.9%,All Christian Blake red zone receiving plays,Christian Blake,2021
NYG,1,1,100.00%,6,0,1.8%,1,1,100.00%,6,0,3.6%,All C.J. Board red zone receiving plays,C.J. Board,2021
CAR,1,1,100.00%,6,0,2.0%,0,0,0,0,0,.0%,All Reggie Bonnafon red zone receiving plays,Reggie Bonnafon,2021
BAL,1,1,100.00%,2,0,1.4%,1,1,100.00%,2,0,2.9%,All Nick Boyle red zone receiving plays,Nick Boyle,2021
MIA,1,1,100.00%,4,0,1.4%,0,0,0,0,0,.0%,All Malcolm Brown red zone receiving plays,Malcolm Brown,2021
KC,1,1,100.00%,0,0,.9%,1,1,100.00%,0,0,1.7%,All Michael Burton red zone receiving plays,Michael Burton,2021
DET,1,1,100.00%,6,1,1.7%,1,1,100.00%,6,1,4.0%,All Jason Cabinda red zone receiving plays,Jason Cabinda,2021
JAX,1,1,100.00%,12,1,1.9%,0,0,0,0,0,.0%,All DJ Chark red zone receiving plays,DJ Chark,2021
CLE,1,1,100.00%,5,1,1.8%,1,1,100.00%,5,1,3.6%,All Nick Chubb red zone receiving plays,Nick Chubb,2021
HOU,1,1,100.00%,6,0,2.1%,0,0,0,0,0,.0%,All Chris Conley red zone receiving plays,Chris Conley,2021
MIN,1,1,100.00%,4,0,1.4%,0,0,0,0,0,.0%,All Dalvin Cook red zone receiving plays,Dalvin Cook,2021
SEA,1,1,100.00%,2,0,1.9%,0,0,0,0,0,.0%,All DeeJay Dallas red zone receiving plays,DeeJay Dallas,2021
ARI,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Darrell Daniels red zone receiving plays,Darrell Daniels,2021
BUF,1,0,0.00%,0,0,.8%,1,0,0.00%,0,0,1.9%,All Dion Dawkins red zone receiving plays,Dion Dawkins,2021
DET,1,1,100.00%,6,1,1.7%,1,1,100.00%,6,1,4.0%,All Taylor Decker red zone receiving plays,Taylor Decker,2021
SEA,1,1,100.00%,3,0,1.9%,1,1,100.00%,3,0,5.3%,All Phillip Dorsett red zone receiving plays,Phillip Dorsett,2021
ARI,1,1,100.00%,10,0,1.3%,0,0,0,0,0,.0%,All Greg Dortch red zone receiving plays,Greg Dortch,2021
BUF,1,1,100.00%,1,1,.8%,1,1,100.00%,1,1,1.9%,All Tommy Doyle red zone receiving plays,Tommy Doyle,2021
JAX,1,1,100.00%,7,0,1.9%,0,0,0,0,0,.0%,All Luke Farrell red zone receiving plays,Luke Farrell,2021
CLE,1,1,100.00%,10,1,1.8%,1,1,100.00%,10,1,3.6%,All Demetric Felton red zone receiving plays,Demetric Felton,2021
BUF,1,0,0.00%,0,0,.8%,0,0,0,0,0,.0%,All Reggie Gilliam red zone receiving plays,Reggie Gilliam,2021
TB,1,1,100.00%,12,0,.8%,0,0,0,0,0,.0%,All Cyril Grayson red zone receiving plays,Cyril Grayson,2021
MIN,1,1,100.00%,9,0,1.4%,0,0,0,0,0,.0%,All C.J. Ham red zone receiving plays,C.J. Ham,2021
ARI,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.6%,All Demetrius Harris red zone receiving plays,Demetrius Harris,2021
NE,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.9%,All N'Keal Harry red zone receiving plays,N'Keal Harry,2021
SEA,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Penny Hart red zone receiving plays,Penny Hart,2021
LV,1,0,0.00%,0,0,1.1%,1,0,0.00%,0,0,2.5%,All Daniel Helm red zone receiving plays,Daniel Helm,2021
MIN,1,1,100.00%,2,1,1.4%,1,1,100.00%,2,1,3.1%,All Chris Herndon red zone receiving plays,Chris Herndon,2021
PHI,1,1,100.00%,9,0,1.7%,0,0,0,0,0,.0%,All Jordan Howard red zone receiving plays,Jordan Howard,2021
TEN,1,1,100.00%,3,0,1.3%,0,0,0,0,0,.0%,All Tommy Hudson red zone receiving plays,Tommy Hudson,2021
NO,1,1,100.00%,4,1,1.6%,1,1,100.00%,4,1,3.8%,All Lil'Jordan Humphrey red zone receiving plays,Lil'Jordan Humphrey,2021
PHI,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.7%,All Jalen Hurts red zone receiving plays,Jalen Hurts,2021
JAX,1,1,100.00%,4,0,1.9%,0,0,0,0,0,.0%,All Carlos Hyde red zone receiving plays,Carlos Hyde,2021
CIN,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Trenton Irwin red zone receiving plays,Trenton Irwin,2021
LV,1,0,0.00%,0,0,1.1%,1,0,0.00%,0,0,2.5%,All DeSean Jackson red zone receiving plays,DeSean Jackson,2021
PHI,1,1,100.00%,3,1,1.7%,1,1,100.00%,3,1,3.7%,All Tyree Jackson red zone receiving plays,Tyree Jackson,2021
NYG,1,0,0.00%,0,0,1.8%,1,0,0.00%,0,0,3.6%,All Collin Johnson red zone receiving plays,Collin Johnson,2021
CLE,1,1,100.00%,6,0,1.8%,0,0,0,0,0,.0%,All D'Ernest Johnson red zone receiving plays,D'Ernest Johnson,2021
NE,1,1,100.00%,2,0,1.3%,1,1,100.00%,2,0,2.9%,All Jakob Johnson red zone receiving plays,Jakob Johnson,2021
PHI,1,1,100.00%,5,1,1.7%,1,1,100.00%,5,1,3.7%,All Lane Johnson red zone receiving plays,Lane Johnson,2021
TB,1,0,0.00%,0,0,.8%,1,0,0.00%,0,0,1.6%,All Ronald Jones red zone receiving plays,Ronald Jones,2021
NO,1,1,100.00%,3,0,1.6%,1,1,100.00%,3,0,3.8%,All Tony Jones red zone receiving plays,Tony Jones,2021
LAC,1,0,0.00%,0,0,1.0%,0,0,0,0,0,.0%,All Joshua Kelley red zone receiving plays,Joshua Kelley,2021
DET,1,1,100.00%,8,0,1.7%,0,0,0,0,0,.0%,All Tom Kennedy red zone receiving plays,Tom Kennedy,2021
CAR,1,0,0.00%,0,0,2.0%,1,0,0.00%,0,0,3.8%,All Keith Kirkwood red zone receiving plays,Keith Kirkwood,2021
MIA,1,1,100.00%,5,0,1.4%,1,1,100.00%,5,0,2.6%,All Patrick Laird red zone receiving plays,Patrick Laird,2021
HOU,1,0,0.00%,0,0,2.1%,1,0,0.00%,0,0,4.2%,All Phillip Lindsay red zone receiving plays,Phillip Lindsay,2021
DEN,1,1,100.00%,1,0,1.7%,1,1,100.00%,1,0,3.1%,All Drew Lock red zone receiving plays,Drew Lock,2021
NYJ,1,1,100.00%,1,1,1.6%,1,1,100.00%,1,1,4.3%,All Conor McDermott red zone receiving plays,Conor McDermott,2021
TB,1,0,0.00%,0,0,.8%,0,0,0,0,0,.0%,All Codey McElroy red zone receiving plays,Codey McElroy,2021
DAL,1,1,100.00%,10,1,1.0%,1,1,100.00%,10,1,2.8%,All Sean McKeon red zone receiving plays,Sean McKeon,2021
LAC,1,0,0.00%,0,0,1.0%,0,0,0,0,0,.0%,All Tre' McKitty red zone receiving plays,Tre' McKitty,2021
TEN,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Racey McMath red zone receiving plays,Racey McMath,2021
HOU,1,1,100.00%,1,1,2.1%,1,1,100.00%,1,1,4.2%,All Anthony Miller red zone receiving plays,Anthony Miller,2021
WAS,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Dax Milne red zone receiving plays,Dax Milne,2021
SF,1,1,100.00%,8,1,1.7%,1,1,100.00%,8,1,3.3%,All Elijah Mitchell red zone receiving plays,Elijah Mitchell,2021
NYJ,1,0,0.00%,0,0,1.6%,0,0,0,0,0,.0%,All D.J. Montgomery red zone receiving plays,D.J. Montgomery,2021
NYG,1,1,100.00%,1,1,1.8%,1,1,100.00%,1,1,3.6%,All Chris Myarick red zone receiving plays,Chris Myarick,2021
DET,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,4.0%,All Matt Nelson red zone receiving plays,Matt Nelson,2021
MIN,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Kene Nwangwu red zone receiving plays,Kene Nwangwu,2021
IND,1,1,100.00%,14,1,1.6%,0,0,0,0,0,.0%,All Dezmon Patmon red zone receiving plays,Dezmon Patmon,2021
SEA,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Rashaad Penny red zone receiving plays,Rashaad Penny,2021
TEN,1,1,100.00%,-1,0,1.3%,1,1,100.00%,-1,0,2.9%,All Adrian Peterson red zone receiving plays,Adrian Peterson,2021
IND,1,1,100.00%,2,1,1.6%,1,1,100.00%,2,1,2.8%,All Danny Pinter red zone receiving plays,Danny Pinter,2021
KC,1,1,100.00%,-2,0,.9%,1,1,100.00%,-2,0,1.7%,All Mike Remmers red zone receiving plays,Mike Remmers,2021
CAR,1,0,0.00%,0,0,2.0%,1,0,0.00%,0,0,3.8%,All Giovanni Ricci red zone receiving plays,Giovanni Ricci,2021
GB,1,1,100.00%,-4,0,.8%,0,0,0,0,0,.0%,All Aaron Rodgers red zone receiving plays,Aaron Rodgers,2021
PHI,1,1,100.00%,2,0,1.7%,1,1,100.00%,2,0,3.7%,All Richard Rodgers red zone receiving plays,Richard Rodgers,2021
NYG,1,0,0.00%,0,0,1.8%,1,0,0.00%,0,0,3.6%,All John Ross red zone receiving plays,John Ross,2021
LV,1,0,0.00%,0,0,1.1%,0,0,0,0,0,.0%,All Henry Ruggs red zone receiving plays,Henry Ruggs,2021
WAS,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Curtis Samuel red zone receiving plays,Curtis Samuel,2021
DEN,1,1,100.00%,1,1,1.7%,1,1,100.00%,1,1,3.1%,All Eric Saubert red zone receiving plays,Eric Saubert,2021
PHI,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.7%,All Boston Scott red zone receiving plays,Boston Scott,2021
NYG,1,0,0.00%,0,0,1.8%,0,0,0,0,0,.0%,All David Sills red zone receiving plays,David Sills,2021
MIN,1,1,100.00%,7,1,1.4%,1,1,100.00%,7,1,3.1%,All Ihmir Smith-Marsette red zone receiving plays,Ihmir Smith-Marsette,2021
CAR,1,1,100.00%,16,0,2.0%,0,0,0,0,0,.0%,All Shi Smith red zone receiving plays,Shi Smith,2021
NYJ,1,0,0.00%,0,0,1.6%,0,0,0,0,0,.0%,All Vyncint Smith red zone receiving plays,Vyncint Smith,2021
DEN,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.1%,All Diontae Spencer red zone receiving plays,Diontae Spencer,2021
CLE,1,1,100.00%,1,1,1.8%,1,1,100.00%,1,1,3.6%,All Johnny Stanton red zone receiving plays,Johnny Stanton,2021
DAL,1,1,100.00%,1,1,1.0%,1,1,100.00%,1,1,2.8%,All Terence Steele red zone receiving plays,Terence Steele,2021
CAR,1,0,0.00%,0,0,2.0%,0,0,0,0,0,.0%,All Stephen Sullivan red zone receiving plays,Stephen Sullivan,2021
BUF,1,1,100.00%,1,1,.8%,1,1,100.00%,1,1,1.9%,All Tommy Sweeney red zone receiving plays,Tommy Sweeney,2021
CIN,1,1,100.00%,7,1,1.3%,1,1,100.00%,7,1,2.8%,All Auden Tate red zone receiving plays,Auden Tate,2021
GB,1,1,100.00%,3,0,.8%,1,1,100.00%,3,0,2.0%,All Patrick Taylor red zone receiving plays,Patrick Taylor,2021
CIN,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Trent Taylor red zone receiving plays,Trent Taylor,2021
NYG,1,1,100.00%,2,1,1.8%,1,1,100.00%,2,1,3.6%,All Andrew Thomas red zone receiving plays,Andrew Thomas,2021
TB,1,1,100.00%,5,0,.8%,1,1,100.00%,5,0,1.6%,All Ke'Shawn Vaughn red zone receiving plays,Ke'Shawn Vaughn,2021
BAL,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Tylan Wallace red zone receiving plays,Tylan Wallace,2021
NE,1,1,100.00%,-1,0,1.3%,0,0,0,0,0,.0%,All James White red zone receiving plays,James White,2021
MIA,1,1,100.00%,1,1,1.4%,1,1,100.00%,1,1,2.6%,All Christian Wilkins red zone receiving plays,Christian Wilkins,2021
NE,1,1,100.00%,6,1,1.3%,1,1,100.00%,6,1,2.9%,All Kristian Wilkerson red zone receiving plays,Kristian Wilkerson,2021
CHI,1,1,100.00%,6,0,1.8%,0,0,0,0,0,.0%,All Damien Williams red zone receiving plays,Damien Williams,2021
ARI,1,1,100.00%,14,1,1.3%,0,0,0,0,0,.0%,All Maxx Williams red zone receiving plays,Maxx Williams,2021
SF,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.3%,All Trent Williams red zone receiving plays,Trent Williams,2021
DET,1,1,100.00%,7,0,1.7%,0,0,0,0,0,.0%,All Tyrell Williams red zone receiving plays,Tyrell Williams,2021
NYJ,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,4.3%,All Zach Wilson red zone receiving plays,Zach Wilson,2021
DET,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,4.0%,All Brock Wright red zone receiving plays,Brock Wright,2021
KC,30,19,63.33%,102,10,28.0%,19,13,68.42%,44,8,29.7%,All Travis Kelce red zone receiving plays,Travis Kelce,2022
MIN,28,14,50.00%,106,6,28.6%,19,9,47.37%,59,5,36.5%,All Justin Jefferson red zone receiving plays,Justin Jefferson,2022
